Portal ID,Name Provided,THE Name,Country,Clinical applicable?,EDITED?,PPP / FX rate used 2013,Reason Not Ranked,Previous rank,RANK LABEL 2015–16 H,OVERALL SCORE 2015-16,TEACHING 2015-16,RESEARCH 2015-16,CITATIONS 2015-16,INDUSTRY 2015-16,INTERNAT 2015-16,Teaching Rank,Research Rank,Citations Rank,Industry Income Rank,International Outlook Rank,T3,IMPUTED T3?,T4,IMPUTED T4?,T1,IMPUTED T1?,T5,IMPUTED T5?,T2,IMPUTED T2?,R3,IMPUTED R3?,R2,IMPUTED R2?,R1,IMPUTED R1?,C1,IMPUTED C1?,E1,IMPUTED E1?,I2,IMPUTED I2?,I3,IMPUTED I3?,I1,IMPUTED I1?,Number of papers,Number of internat papers,FWCI citation score,FWCI citation score (country-norm),:clinical:academicStaff:international,EDITED?,:clinical:academicStaff:total,EDITED?,:clinical:academicStaff:women,EDITED?,:clinical:doctoralNewStudentIntake:total,EDITED?,:clinical:doctoratesAwarded:total,EDITED?, :clinical:institutionalIncome:total ,EDITED?,:clinical:masterDegreesAwarded:total,EDITED?,:clinical:masterNewStudentIntake:international,EDITED?,:clinical:masterNewStudentIntake:total,EDITED?,:clinical:masterNewStudentIntake:women,EDITED?, :clinical:researchIncome:industryAndCommerce ,EDITED?, :clinical:researchIncome:total ,EDITED?,:clinical:researchStaff:total,EDITED?,:clinical:students:international,EDITED?,:clinical:students:total,EDITED?,:clinical:students:women,EDITED?,:clinical:undergraduateDegreesAwarded:total,EDITED?,:clinical:undergraduateNewStudentIntake:international,EDITED?,:clinical:undergraduateNewStudentIntake:total,EDITED?,:clinical:undergraduateNewStudentIntake:women,EDITED?,SSR,Doc : ug,Doc : staff,Institutional Income per staff (provided currency),Institutional Income per staff PPP'd,Research Income per staff (provided currency),Research Income per staff (PPP'd),Industry Income per staff,Industry Income per staff (PPP'd),Internat Staff,Internat Students,Female students
i-03864419,Sophia University,Sophia University,Japan,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16,,14,,0,,0,Edited,319106602,,5,,0,,8,,5,,0,,26353000,,0,,1,,181,,143,,7,,0,,91,,79,,11.3125,#DIV/0!,#DIV/0!,19944162.63,#REF!,1647062.5,#REF!,0,#REF!,0,0.005524862,0.790055249
i-33663293,South China University of Technology,South China University of Technology,China,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,67,,20,,0,,0,Edited,25386400,,0,,0,,7,,0,,0,,198000,,0,,0,,175,,65,,46,,0,,41,,17,,2.611940299,#DIV/0!,#DIV/0!,378901.4925,#REF!,2955.223881,#REF!,0,#REF!,0,0,0.371428571
i-07179943,South Ural State University,South Ural State University,Russian Federation,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-79526433,Southampton Solent University,Southampton Solent University,United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,43.92,,16.36,,0,,0,,0,,2,,0,,4,,1.5,,17000,,17000,,0,,53.82,,914.17,,205.89,,189.26,,25.29,,289.22,,53.17,,20.81443534,#DIV/0!,#DIV/0!,0,#REF!,387.0673953,#REF!,387.0673953,#REF!,0.0393898,0.058873076,0.225220692
i-88772691,Southern Cross University,Southern Cross University,Australia,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,384,114,50.75,35.67,4,,48.1,,25.6,,2.3,,5,,33600000,,58,,5,,59.4,,32.9,,364891,,1281649,,8.1,,14.7,,1576.5,,1241.1,,314,,0.5,,623,,492.4,,32.77546778,62.8,9.62,698544.6985,#REF!,26645.50936,#REF!,7586.091476,#REF!,0.083160083,0.009324453,0.787250238
i-38172613,Southern Federal University,Southern Federal University,Russian Federation,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-90952291,Southwest Jiaotong University (SWJTU),Southwest Jiaotong University (SWJTU),China,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-65841072,Southwest State University,Southwest State University,Russian Federation,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-56140504,SRM UNIVERSITY,SRM UNIVERSITY,India,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,798,,263,,15,,1,,1620000000,,216,,3,,202,,62,,4810000,,53100000,,14,,166,,2684,,1310,,306,,45,,567,,312,,3.363408521,306,798,2030075.188,#REF!,66541.35338,#REF!,6027.568922,#REF!,0.003759398,0.061847988,0.488077496
i-00299822,SRUC (Scotlandâ€™s Rural College),SRUC (Scotland’s Rural College),United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,17.93,,5.36,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,#DIV/0!,#DIV/0!,0,#REF!,0,#REF!,0,#REF!,0,#DIV/0!,#DIV/0!
i-09230679,"St Georgeâ€™s, University of London","St George’s, University of London",United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1289,579,99.75,99.82,33.44,,221.52,,110.02,,17.65,,46,,84191000,,59,,5.6,,31.25,,22.75,,1592000,,14749000,,75.76,,508.1,,2958.13,,1818.78,,676,,110.9,,448.15,,265.5,,13.35378295,14.69565217,4.815652174,380060.4912,#REF!,66580.89563,#REF!,7186.710004,#REF!,0.150957024,0.171763918,0.614841133
i-60355453,"St Maryâ€™s University, Twickenham","St Mary’s University, Twickenham",United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,25.39,,9.65,,4,,0,,0,,19,,3.22,,40.1,,13.42,,0,,0,,0,,118.88,,1174.8,,385.09,,268.74,,34.42,,374.53,,119.88,,46.27018511,#DIV/0!,#DIV/0!,0,#REF!,0,#REF!,0,#REF!,0.112642773,0.101191692,0.327791965
i-17461243,"St Maryâ€™s University College, Belfast","St Mary’s University College, Belfast",United Kingdom,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-75194341,St Petersburg Electrotechnical University (LETI),St Petersburg Electrotechnical University (LETI),Russian Federation,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-12858691,St. Petersburg State Polytechnical University,Peter the Great St Petersburg Polytechnic University ,Russian Federation,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26.25,,9,,5,,2,,490400000,,13,,0,,16,,11,,22600000,,173300000,,16.75,,2,,183,,116,,33,,1,,44,,29,,6.971428571,16.5,13.125,18681904.76,#REF!,6601904.762,#REF!,860952.381,#REF!,0.038095238,0.010928962,0.633879781
i-27646032,Staffordshire University,Staffordshire University,United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,108.63,,67.99,,6.06,,5,,0,,35,,0.25,,16.56,,9.63,,40000,,259000,,0,,110.33,,1807.96,,1165.62,,294.5,,34.93,,458.85,,274.19,,16.64328454,58.9,21.726,0,#REF!,2384.240081,#REF!,368.2224063,#REF!,0.029549848,0.06102458,0.644715591
i-35756672,Stanford University,Stanford University,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16526,5473,97.28,98.12,247,,760,,212,,70,,95,,0,Edited,9,,1,,11,,7,,0,Edited,340573980,,1271,,17,,476,,245,,0,Edited,0,,0,,0,,0.626315789,0,8,0,#REF!,448123.6579,#REF!,0,#REF!,0.325,0.035714286,0.514705882
i-58170814,State University of Campinas,State University of Campinas,Brazil,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5796,1127,16.11,27.6,7,,412,,200,,322,,235,,275872402,,371,,10,,387,,275,,0,Edited,116179350,Edited,0,Edited,57,,5131.5,,3357.5,,406,,3,,450.5,,299.5,,12.45509709,1.727659574,1.753191489,669593.2087,#REF!,281988.7136,#REF!,0,#REF!,0.016990291,0.011107863,0.654292117
i-55365012,State University of New York Albany,State University of New York Albany,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2086,495,57.62,47.61,0,Edited,50.5,,0,,35,,24,,0,Edited,212,,0,,277,,0,,0,Edited,18460996,,112,,0,Edited,1198,,0,,57,,0,,0,,0,,23.72277228,2.375,2.104166667,0,#REF!,365564.2772,#REF!,0,#REF!,0,0,0
i-25669912,Stellenbosch University,Stellenbosch University,South Africa,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2176,1131,47.45,49.27,1.365,,123.954,,94.3129,,12.492,,20,,1,,174,,28.0546,,117.0887,,63.6812,,1,,1,Edited,25,,194.5639,,2564.0202,,1824.1982,,302,,4.9272,,341.0623,,244.2125,,20.68525582,15.1,6.1977,0.008067509,#REF!,0.008067509,#REF!,0.008067509,#REF!,0.01101215,0.075882358,0.711460152
i-40552744,Stockholm University,Stockholm University,Sweden,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-10396992,Stony Brook University,Stony Brook University,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3468,877,72.17,66.62,29,,936,,417,,314.54,,246,,0,Edited,0,,0,,0,,0,,4538502,,53370246.45,,275,,0,Edited,3301.54,,0,,674,,0,,0,,0,,3.527286325,2.739837398,3.804878049,0,#REF!,57019.49407,#REF!,4848.826923,#REF!,0.030982906,0,0
i-08209302,Stranmillis University College,Stranmillis University College,United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,114.87,,52.52,,39,,0,,36.64,,18.99,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,0,0.457212501
i-14522331,Suez Canal University,Suez Canal University,Egypt,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,Imputed,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,703,359,10.03,15.85,0,,505,Edited,447,,102,,33,,542714423,,61,,4,,215,,119,,0,Edited,1292000,,0,Edited,0,,2837,,1739,,529,,0,,638,,376,,5.617821782,16.03030303,15.3030303,1074682.026,#REF!,2558.415842,#REF!,0,#REF!,0,0,0.612971449
i-55106726,Sultan Qaboos University,Sultan Qaboos University,Oman,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,536,314,15.55,24.88,87,,121,,61,,0,,0,Edited,0,Edited,12,,0,,0,,0,,0,Edited,419268,Edited,13,,23,,617,,409,,195,,0,,0,,0,,5.099173554,#DIV/0!,#DIV/0!,0,#REF!,3465.024793,#REF!,0,#REF!,0.719008264,0.037277147,0.662884927
i-26567757,Sumy State University,Sumy State University,Ukraine,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,99,,47,,17,,11,,49062765,,114,,32,,98,,69,,3852131,,4762122,,3,,704,,1991,,1392,,185,,124,,431,,296,,20.11111111,16.81818182,9,495583.4848,#REF!,48102.24242,#REF!,38910.41414,#REF!,0,0.35359116,0.699146158
i-62072912,Sun Yat-sen University,Sun Yat-sen University,China,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9176,2114,28.14,52.3,95,,1004,Edited,350,,425,,406,Edited,13913370156,Edited,915,,54,,1084,,657,,44716010,,371290030,Edited,51,,705,,9839,,5597,,991,,122,,1133,,640,,9.799800797,2.4408867,2.472906404,13857938.4,#REF!,369810.7869,#REF!,44537.85857,#REF!,0.094621514,0.071653623,0.568858624
i-25081233,Sungkyunkwan University (SKKU),Sungkyunkwan University (SKKU),Korea Republic of,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7160,1177,33.6,47.61,6,,144,,25,,184,,118,,0,Edited,162,,0,,63,,8,,60005081593,,1.02348E+11,,71,,73,,1842,,756,,215,,0,,102,,11,,12.79166667,1.822033898,1.220338983,0,#REF!,710751318.8,#REF!,416701955.5,#REF!,0.041666667,0.039630836,0.410423453
i-04311493,Suranaree University of Technology,Suranaree University of Technology,Thailand,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,61,,42,,0,,0,,102146412,,0,,0,,5,,5,,0,,10182475,,0,,0,,1501,,1131,,303,,0,,391,,293,,24.60655738,#DIV/0!,#DIV/0!,1674531.344,#REF!,166925.8197,#REF!,0,#REF!,0.016393443,0,0.753497668
i-33335862,Swansea University,Swansea University,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1365,484,51.27,34.13,13.82,,204.74,,95.98,,6.85,,26,,0,,89,,35.75,,85.15,,48.82,,627000,,11139000,,5.26,,146.05,,2238.52,,1614.32,,424.98,,19.73,,329.88,,255.88,,10.9334766,16.34538462,7.874615385,0,#REF!,54405.58757,#REF!,3062.420631,#REF!,0.067500244,0.065244001,0.721155049
i-24582382,Swedish University of Agricultural Sciences,Swedish University of Agricultural Sciences,Sweden,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-90741515,Swinburne University of Technology,Swinburne University of Technology,Australia,TRUE,,#REF!,Insufficient staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,6.5,,2.5,,10,,11,,4955023,,0,,0,,0,,0,,960860,,4604997,,23.3,,3,,192,,109.5,,29,,0,,102,,60,,29.53846154,2.636363636,0.590909091,762311.2308,#REF!,708461.0769,#REF!,147824.6154,#REF!,0.2,0.015625,0.5703125
i-05986189,Syracuse University,Syracuse University,United States,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,28,,21,,9,,8,,0,,47,,6,,67,,56,,0,,1277154,,0,,31,,673,,493,,54,,6,,191,,121,,24.03571429,6.75,3.5,0,#REF!,45612.64286,#REF!,0,#REF!,0.071428571,0.046062407,0.732540862
i-10355813,Taipei Medical University,Taipei Medical University,Taiwan,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3984,669,24.76,28.36,54,,451,,149,,51,,47,,0,Edited,245,,0,,0,,0,,115234761,,686590069,,234,,334,,5514,,3223,,808,,0,,0,,0,,12.22616408,17.19148936,9.595744681,0,#REF!,1522372.659,#REF!,255509.4479,#REF!,0.119733925,0.060573087,0.584512151
i-58143061,Tallinn University of Technology,Tallinn University of Technology,Estonia,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-78400041,Tamkang University,Tamkang University,Taiwan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-05941093,Tampere University of Technology,Tampere University of Technology,Finland,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-85234193,Taras Shevchenko National University of Kyiv,Taras Shevchenko National University of Kyiv,Ukraine,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,13,,0,,6,,5,,0,,18,,0,,20,,20,,0,,0,Edited,0,,0,,131,,104,,26,,0,,29,,0,,10.07692308,5.2,2.6,0,#REF!,0,#REF!,0,#REF!,0,0,0.79389313
i-34012471,Tarbiat Modares University,Tarbiat Modares University,Iran Islamic Republic of,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,84,,31,,108,,81,,0,,146,,9,,145,,95,,0,,0,Edited,0,,27,,896,,514,,0,,0,,0,,0,,10.66666667,0,1.037037037,0,#REF!,0,#REF!,0,#REF!,0.035714286,0.030133929,0.573660714
i-99079013,Tata Institute of Fundamental Research,Tata Institute of Fundamental Research,India,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-24606733,Tatung University,Tatung University,Taiwan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-88825848,Technical University of Denmark,Technical University of Denmark,Denmark,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-13259571,Technical University of Liberec,Technical University of Liberec,Czech Republic,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27.1,,0,,0,,0,,19411560,,0,,0,,0,,0,,0,,0,,0,,4,,337,,326,,36,,0,,154,,0,,12.43542435,#DIV/0!,#DIV/0!,716293.7269,#REF!,0,#REF!,0,#REF!,0,0.011869436,0.96735905
i-11742988,Technical University of Madrid,Technical University of Madrid,Spain,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-44668751,Technion - Israel Institute of Technology,Technion Israel Institute of Technology,Israel,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2427,879,55.48,47.61,90.83,,200.12,,45.52,,22,,21,,82000000,,37,,1,,40,,27,,1857612.9,,10127106.37,,74.1,,132,,1376,,800,,119,,36,,177,,98,,6.875874475,5.666666667,9.52952381,409754.1475,#REF!,50605.16875,#REF!,9282.495003,#REF!,0.453877673,0.095930233,0.581395349
